timestamp,cpu_power_watt,gpu_power_watt,memory_used_mb,disk_read_mb_s,disk_write_mb_s,gpu_usage_percent,gpu_model,system_power_watt,device_id,user_id,agent_version,os_type,os_version,location,cpu_model,cpu_count,total_memory,disk_partitions,network_interfaces,platform_machine,platform_architecture,is_ai_spike,system_power_kw,usage_pattern,daily_usage_kwh,daily_remaining_kwh,daily_percentage,alert_level,alert_message,is_anomaly,anomaly_reason
2025-10-12T13:06:56.185Z,19.53,10.0,11733.79296875,0.0,0.04999999999999982,0.0,Generic GPU,116.15,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11615,idle,0.0019358333333333335,99.99806416666667,0.0019358333333333335,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:11:00.304Z,16.34,10.0,11905.27734375,0.0,0.14000000000000012,0.0,Generic GPU,113.26,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11326,idle,0.0018876666666666666,99.99811233333334,0.0018876666666666664,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:12:03.995Z,16.84,10.0,11835.03125,0.0,0.029999999999999805,0.0,Generic GPU,113.54,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11354,idle,0.00378,99.99622,0.0037799999999999995,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:13:07.699Z,17.43,10.0,11714.47265625,0.20999999999999996,0.9300000000000002,0.0,Generic GPU,113.74,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11374,idle,0.0056756666666666665,99.99432433333334,0.0056756666666666665,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:14:11.410Z,17.05,10.0,11785.8125,0.0,0.08999999999999986,0.0,Generic GPU,113.59,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11359,idle,0.007568833333333333,99.99243116666666,0.007568833333333333,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:15:15.082Z,18.2,10.0,11817.7890625,0.019999999999999574,0.10999999999999988,0.0,Generic GPU,114.99000000000001,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11499000000000001,idle,0.009485333333333333,99.99051466666667,0.009485333333333333,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:16:18.803Z,18.38,10.0,11906.13671875,0.0,0.1499999999999999,0.0,Generic GPU,115.52000000000001,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11552000000000001,idle,0.011410666666666666,99.98858933333334,0.011410666666666666,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:17:22.581Z,18.52,10.0,11852.47265625,0.0,0.06999999999999984,0.0,Generic GPU,115.47,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11547,idle,0.013335166666666665,99.98666483333334,0.013335166666666665,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:19:27.289Z,16.7,10.0,11875.16796875,0.0,0.10999999999999988,0.0,Generic GPU,113.54,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11354,idle,0.015227499999999998,99.9847725,0.015227499999999998,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T00:20:31.014Z,16.73,10.0,11928.25,0.019999999999999574,0.20999999999999996,0.0,Generic GPU,113.78,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11378,idle,0.01712383333333333,99.98287616666667,0.01712383333333333,normal,,False,GPU model unknown and replaced with generic placeholder
