timestamp,cpu_power_watt,gpu_power_watt,memory_used_mb,disk_read_mb_s,disk_write_mb_s,gpu_usage_percent,gpu_model,system_power_watt,device_id,user_id,agent_version,os_type,os_version,location,cpu_model,cpu_count,total_memory,disk_partitions,network_interfaces,platform_machine,platform_architecture,is_ai_spike,system_power_kw,usage_pattern,daily_usage_kwh,daily_remaining_kwh,daily_percentage,alert_level,alert_message,is_anomaly,anomaly_reason
2025-10-16T00:34:44.922Z,18.62,10.0,9336.546875,0.0,0.020000000000000018,0.0,Generic GPU,106.04,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10604000000000001,idle,0.11002133333333329,99.88997866666666,0.1100213333333333,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:36:52.414Z,18.52,10.0,9347.0390625,0.0,0.009999999999999787,0.0,Generic GPU,105.97,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10597,idle,0.11359649999999996,99.8864035,0.11359649999999996,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:37:56.125Z,18.16,10.0,9341.62890625,0.0,-4.440892098500626e-16,0.0,Generic GPU,105.55,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10554999999999999,idle,0.11535566666666663,99.88464433333333,0.11535566666666663,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:42:06.731Z,19.95,10.0,9342.1328125,0.0,0.1299999999999999,0.0,Generic GPU,107.54000000000002,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10754000000000002,idle,0.11894033333333331,99.88105966666667,0.1189403333333333,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:44:11.567Z,18.73,10.0,9329.88671875,0.05999999999999961,0.08000000000000007,0.0,Generic GPU,106.14,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10614,idle,0.12070933333333332,99.87929066666666,0.12070933333333332,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:46:19.037Z,18.02,10.0,9402.42578125,0.0,0.009999999999999787,0.0,Generic GPU,105.62,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10562,idle,0.12427066666666665,99.87572933333334,0.12427066666666667,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:47:22.769Z,16.38,10.0,9296.7734375,0.0,0.020000000000000018,0.0,Generic GPU,103.4,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.1034,idle,0.125994,99.874006,0.125994,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:49:30.264Z,19.21,10.0,9340.69140625,0.0,0.1200000000000001,0.0,Generic GPU,106.71,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10671,idle,0.1295335,99.8704665,0.1295335,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:50:34.051Z,21.24,10.0,9364.92578125,0.0,0.10000000000000009,0.0,Generic GPU,109.06,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10906,idle,0.13135116666666666,99.86864883333334,0.13135116666666666,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:52:41.529Z,18.3,10.0,9375.5703125,0.0,0.009999999999999787,0.0,Generic GPU,105.83000000000001,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10583000000000001,idle,0.13492483333333333,99.86507516666667,0.13492483333333333,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:53:45.271Z,19.25,10.0,9363.1484375,0.0,0.020000000000000018,0.0,Generic GPU,106.84,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10684,idle,0.1367055,99.8632945,0.1367055,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:56:53.728Z,17.36,10.0,9376.69921875,0.0,0.1200000000000001,0.0,Generic GPU,104.79,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10479000000000001,idle,0.140243,99.859757,0.140243,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T00:57:57.595Z,18.16,10.0,9368.93359375,0.0,-4.440892098500626e-16,0.0,Generic GPU,105.65,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10565000000000001,idle,0.14200383333333333,99.85799616666667,0.14200383333333333,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:11:06.109Z,19.46,10.0,9457.63671875,0.019999999999999574,0.2200000000000002,0.0,Generic GPU,107.43,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10743000000000001,idle,0.145602,99.854398,0.145602,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:12:09.811Z,21.21,10.0,9400.37890625,0.0,-4.440892098500626e-16,0.0,Generic GPU,109.16,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10916,idle,0.14742133333333335,99.85257866666667,0.14742133333333335,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:16:19.790Z,20.96,10.0,9561.37109375,0.040000000000000036,0.31000000000000005,0.0,Generic GPU,109.49000000000001,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10949,idle,0.15101050000000002,99.8489895,0.15101050000000002,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:17:23.581Z,23.7,10.0,9338.3359375,0.0,0.020000000000000018,0.0,Generic GPU,111.69,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11169,idle,0.152872,99.847128,0.152872,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:19:31.117Z,17.18,10.0,9348.71875,0.11000000000000032,0.41999999999999993,0.0,Generic GPU,104.49,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10449,idle,0.15638766666666667,99.84361233333334,0.15638766666666667,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:20:34.862Z,19.91,10.0,9409.5234375,0.0,0.020000000000000018,0.0,Generic GPU,107.75,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10775,idle,0.1581835,99.8418165,0.1581835,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:23:43.394Z,17.89,10.0,9362.1953125,0.0,0.020000000000000018,0.0,Generic GPU,105.33,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10533,idle,0.161726,99.838274,0.161726,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:25:48.106Z,19.04,10.0,9416.359375,0.0,0.16000000000000014,0.0,Generic GPU,106.81,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10681,idle,0.16350616666666667,99.83649383333334,0.16350616666666667,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-16T01:27:56.556Z,19.07,10.0,9366.3046875,0.0,-4.440892098500626e-16,0.0,Generic GPU,106.65,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.10665000000000001,idle,0.16709116666666665,99.83290883333333,0.16709116666666665,normal,,False,GPU model unknown and replaced with generic placeholder
