timestamp,cpu_power_watt,gpu_power_watt,memory_used_mb,disk_read_mb_s,disk_write_mb_s,gpu_usage_percent,gpu_model,system_power_watt,device_id,user_id,agent_version,os_type,os_version,location,cpu_model,cpu_count,total_memory,disk_partitions,network_interfaces,platform_machine,platform_architecture,is_ai_spike,system_power_kw,usage_pattern,daily_usage_kwh,daily_remaining_kwh,daily_percentage,alert_level,alert_message,is_anomaly,anomaly_reason
2025-10-13T02:29:40.181Z,17.85,10.0,12119.59375,0.0,0.16999999999999993,0.0,Generic GPU,115.74,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11574,idle,0.19400716666666667,99.80599283333333,0.19400716666666667,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:30:43.835Z,17.15,10.0,12170.4140625,0.0,0.14000000000000012,0.0,Generic GPU,115.16,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11516,idle,0.1959265,99.8040735,0.1959265,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:31:47.393Z,18.06,10.0,12195.52734375,0.0,0.20000000000000018,0.0,Generic GPU,116.27,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11627,idle,0.19786433333333334,99.80213566666667,0.19786433333333336,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:32:52.125Z,16.52,10.0,12159.6796875,0.0,0.009999999999999787,0.0,Generic GPU,114.42,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11442000000000001,idle,0.19977133333333333,99.80022866666667,0.1997713333333333,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:35:57.842Z,17.05,10.0,12210.1796875,0.05999999999999961,0.10000000000000009,0.0,Generic GPU,115.2,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.1152,idle,0.20169133333333333,99.79830866666667,0.20169133333333336,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:37:01.507Z,17.25,10.0,12146.87109375,0.0,0.10999999999999988,0.0,Generic GPU,115.18,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11518,idle,0.203611,99.796389,0.203611,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:41:08.298Z,20.82,10.0,12193.82421875,0.0,0.10000000000000009,0.0,Generic GPU,119.32,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11932,idle,0.20559966666666665,99.79440033333333,0.20559966666666663,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:42:12.013Z,21.14,10.0,12226.92578125,0.04999999999999982,0.22999999999999998,0.0,Generic GPU,119.8,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.1198,idle,0.20759633333333333,99.79240366666667,0.20759633333333333,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:43:15.658Z,19.04,10.0,12073.48046875,0.0,0.06999999999999984,0.0,Generic GPU,116.89,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11689,idle,0.2095445,99.7904555,0.2095445,normal,,False,GPU model unknown and replaced with generic placeholder
2025-10-13T02:44:19.346Z,17.64,10.0,12119.60546875,0.0,0.08999999999999986,0.0,Generic GPU,115.51,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taichung, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,False,0.11551,idle,0.21146966666666667,99.78853033333333,0.2114696666666667,normal,,False,GPU model unknown and replaced with generic placeholder
