timestamp,cpu,gpu,memory,disk_read,disk_write,gpu_usage,gpu_model,system_power,device_id,user_id,agent_version,os_type,os_version,location,cpu_model,cpu_count,total_memory,disk_partitions,network_interfaces,platform_machine,platform_architecture,system_power_kw,usage_pattern,daily_usage_kwh,daily_remaining_kwh,daily_percentage,alert_level,alert_message
2025-10-01T03:47:09.681Z,19.46,10.0,12743.9453125,0.0,0.16,0,Unknown,119.9,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.1199,idle,0.3307216666666665,99.66927833333334,0.3307216666666665,normal,
2025-10-01T03:48:22.834Z,22.86,10.0,12749.33984375,0.0,0.05,0,Unknown,123.69,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.12369,idle,0.3327831666666665,99.66721683333333,0.3327831666666665,normal,
2025-10-01T03:49:36.024Z,20.69,10.0,12788.5234375,0.0,0.09,0,Unknown,121.43,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.12143000000000001,idle,0.33480699999999985,99.665193,0.33480699999999985,normal,
2025-10-01T03:50:49.213Z,18.23,10.0,12872.7265625,0.0,0.17,0,Unknown,119.02,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.11902,idle,0.3367906666666665,99.66320933333333,0.3367906666666665,normal,
2025-10-01T03:52:02.347Z,21.18,10.0,12606.421875,0.0,0.31,0,Unknown,121.29,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.12129000000000001,idle,0.3388121666666665,99.66118783333333,0.3388121666666665,normal,
2025-10-01T03:53:15.501Z,18.83,10.0,12590.15625,0.0,0.02,0,Unknown,118.62,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.11862,idle,0.34078916666666653,99.65921083333333,0.34078916666666653,normal,
2025-10-01T03:55:29.658Z,23.55,10.0,12633.1796875,0.0,0.36,0,Unknown,124.02,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.12401999999999999,idle,0.3428561666666665,99.65714383333334,0.3428561666666665,normal,
2025-10-01T03:56:42.782Z,22.54,10.0,12540.0,0.0,0.32,0,Unknown,122.55,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.12254999999999999,idle,0.3448986666666665,99.65510133333333,0.3448986666666665,normal,
2025-10-01T03:57:55.952Z,20.05,10.0,12528.48046875,0.0,0.08,0,Unknown,119.74,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.11974,idle,0.3468943333333332,99.65310566666666,0.3468943333333332,normal,
2025-10-01T04:00:10.117Z,20.02,10.0,12523.50390625,0.03,0.39,0,Unknown,119.69,233497587702774,ckklab,v1.4.0,Windows,10.0.26100,"Taipei, Taiwan","Intel64 Family 6 Model 158 Stepping 10, GenuineIntel",6,17015902208,1,3,AMD64,64bit,0.11968999999999999,idle,0.34888916666666653,99.65111083333333,0.34888916666666653,normal,
